AÑO,POSICION,DESCPOSICION
2022,4822.90.00.000T,"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  CARRETES, BOBINAS, CANILLAS Y SOPORTES SIMILARES,DE PASTA DE PAPEL, PAPEL O CARTON, INCLUSO PERFORADOS O ENDURECIDOS.        -Los dem¿s."
2022,3004.90.19.000F,"CAPITULO 30PRODUCTOS FARMACEUTICOS  MEDICAMENTOS (EXCEPTO LOS PRODUCTOS DE LAS PARTIDAS 30.02, 30.05 O 30.06) CONSTITUIDOSPOR PRODUCTOS MEZCLADOS O SIN MEZCLAR, PREPARADOSPARA USOS TERAPEUTICOS O PROFILACTICOS,DOSIFICADOS (INCLUIDOS LOS ADMINISTRADOS POR VIA TRANS-DERMICA) O ACONDICIONADOS PARA LA VENTA ALPOR MENOR.    -Los dem¿s.    Que contengan enzimas.       Los dem¿s"
2022,3604.10.00.000D,"CAPITULO 36 POLVORAS Y EXPLOSIVOS; ARTICULOS DE PIROTECNIA;  FOSFOROS (CERILLAS); ALEACIONES PIROFORICAS;  MATERIAS INFLAMABLES.  ARTICULOS PARA FUEGOS ARTIFICIALES, COHETES DESE¿ALES O GRANIFUGOS Y SIMILARES, PETARDOS YDEMAS ARTICULOS DE PIROTECNIA.        -Art¿culos para fuegos artificiales."
2022,5607.90.90.000C,"CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS,INCLUSO IMPREGNADOS, RECUBIERTOS, REVESTIDOS O ENFUNDADOS CON CAUCHO O CON PLASTICO.    -Los dem¿s.       Los dem¿s."
2022,6209.90.90.000X,"CAPITULO 62  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,  EXCEPTO LOS DE PUNTO  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, PARA BEBES.    - De las dem¿s materias textiles          Los dem¿s"
2022,6210.50.00.000G,"CAPITULO 62  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,  EXCEPTO LOS DE PUNTO  PRENDAS DE VESTIR CONFECCIONADAS CON PRODUCTOS DELAS PARTIDAS 5602,5603, 5903, 5906 O 5907.        -Las dem¿s prendas de vestir para mujeres o ni¿as."
2022,5701.90.00.000K,"CAPITULO 57 ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO,  DE MATERIAS TEXTILES.  ALFOMBRAS DE NUDO DE MATERIA TEXTIL, INCLUSOCONFECCIONADAS.        -De las dem¿s materias textiles."
2022,8701.29.00.000V,"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  Tractores (excepto las carretillas tractor de la partida 87.09). - Tractores de carretera para semirremolques:  - Tractores de carretera para semirremolques:     Los dem?s"
2022,7215.50.00.000H,"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  LAS DEMAS BARRAS DE HIERRO O DE ACERO SIN ALEAR.        -Las dem¿s, simplemente obtenidas o acabadas en frio"
2022,5603.12.40.900P,"CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  TELA SIN TEJER, INCLUSO IMPREGNADA, RECUBIERTA, REVESTIDA O ESTRATIFICADA. -De filamentos sint¿ticos o artificiales.  -De filamentos sint¿ticos o artificiales. --De peso superior a 25 g/m2 pero inferior o igual a 70 g/m2.  --- De polipropileno  Los demas"
2022,8418.69.40.000W,"BIENES DE CAPITAL  REFRIGERADORES, CONGELADORES Y DEMAS MATERIAL, MAQUINAS Y APARATOS PARA LA PRODUCCION DE FRIO, AUNQUE NO SEAN ELECTRICOS; BOMBAS DE CALOR, EXCEPTO LAS MAQUINAS Y APARATOS PARA ELACONDICIONAMIENTO DE AIRE DE LA PARTIDA NRO. 84.15. -Los dem¿s materiales, m¿quinas y aparatos para la producci¿n de fr¿o; bombas de calor.  -Los dem¿s materiales, m¿quinas y aparatos para la producci¿n de fr¿o; bombas de calor. --Los dem¿s.        Grupos frigor¿ficos de compresi¿n para con capacidad  inferior o igual a 30.000 frigor¿as/h "
2022,8530.80.90.000Q,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  APARATOS ELECTRICOS DE SE¿ALIZACION (EXCEPTO LOSDE TRANSMISION DE MENSAJES), DE SEGURIDAD, DECONTROL O DE MANDO, PARA VIAS FERREAS OSIMILARES, CARRETERAS, VIAS FLUVIALES, AREAS OPARQUES DE ESTACIONAMIENTO, INSTALACIONESPORTUARIAS O AEROPUERTOS (EXCEPTO LOS DE LAPARTIDA 86.08).    -Los dem¿s aparatos.       Los dem¿s."
2022,7219.90.10.000Y,"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE ACERO  INOXIDABLE, DE ANCHURA SUPERIOR O IGUALA 600 mm..    -Los dem¿s       De espesor inferior a 4,75 mm y dureza superior o igual a 42 HRC"
2022,9021.10.91.000Y,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  ARTICULOS Y APARATOS DE ORTOPEDIA, INCLUIDAS LASFAJAS Y VENDAJES MEDICOQUIRURGICOS Y LAS MULETAS;TABLILLAS, FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURAS; ARTICULOS Y APARATOS DE PROTESIS; AUDIFONOS Y DEMAS APARATOS QUE LLEVE LA PROPIA PERSONA O SE LE IMPLANTEN PARA COMPENSAR UN DEFECTO O INCAPACIDAD. -Protesis articulares y art¿culos y aparatos de ortopedia o para fracturas  -Protesis articulares y art¿culos y aparatos de ortopedia o para fracturas -Art¿culos y aparatos de ortopedia o para fracturas    Partes y accesorios       De art¿culos y aparatos de ortopedia, articulados"
2022,8534.00.59.000F,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.      CIRCUITOS IMPRESOS --- Multicapas   Los dem¿s"
2022,8533.29.00.000F,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  RESISTENCIAS ELECTRICAS, EXCEPTO DE CALENTAMIENTO (INCLUIDOS REOSTATOS Y POTENCI¿METROS). -Las dem¿s resistencias fijas  -Las dem¿s resistencias fijas   --Las demas  --Las dem¿s."
2022,5603.11.30.900T,"CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  TELA SIN TEJER, INCLUSO IMPREGNADA, RECUBIERTA, REVESTIDA O ESTRATIFICADA. -De filamentos sint¿ticos o artificiales.  -De filamentos sint¿ticos o artificiales. --De peso inferior o igual a 25 g/m2.  --- De polipropileno  Los demas"
2022,3405.20.00.000Y,"CAPITULO 34 JABONES, AGENTES DE SUPERFICIE ORGANICOS,  PREPARACIONES PARA LAVAR, PREPARACIONESLUBRICANTES, CERAS ARTIFICIALES, CERAS PREPARADAS,PRODUCTOS DE LIMPIEZA, VELAS Y ARTICULOS SIMILARES, PASTAS PARA MODELAR, CERAS PARA ODONTOLOGIA Y PREPARACIONES PARA USO EN  ODONTOLOGIA A BASE DE YESO FRAGUABLE.  BETUNES Y CREMAS PARA EL CALZADO, ENCAUSTICOS,ABRILLANTADORES(LUSTRES)PARA CARROCERIAS,VIDRIO O METAL, PASTAS Y POLVOS PARA FREGAR Y PREPARACIONES SIMILARES(INCLUSO PAPEL, GUATA, FIELTRO, TELA SINTEJER, PLASTICO O CAUCHO CELULARES, IMPREGNADOS,RECUBIERTOS O REVESTIDOS DE ESTAS PREPARACIONES),EXCEPTO LAS CERAS DE LA PARTIDA No 34.04.        -Enc¿usticos y preparaciones similares para la conservaci¿n de muebles de madera, parqu¿s u otras manufacturas de madera."
2022,6810.19.00.000X,"CAPITULO 68  MANUFACTURAS DE PIEDRA, YESO, CEMENTO, AMIANTO,  MICA O MATERIAS ANALOGAS.  MANUFACTURAS DE CEMENTO, HORMIGON O  PIEDRAARTIFICIAL, INCLUSO ARMADAS. -Tejas, losetas, losas, ladrillos y art¿culos  similares:  -Tejas, losetas, losas, ladrillos y art¿culos  similares:     --Los dem¿s."
2022,9027.89.14.000K,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS OQUIMICOS (POR EJEMPLO: POLARIMETROS, REFRACTOMETROS, ESPECTOMETROS, ANALIZADORES DEGASES O HUMOS); INSTRUMENTOS Y APARATOS PARA ENSAYOS DE VISCOSIDAD, POROSIDAD, DILATACION, TENSION SUPERFICIAL O SIMILARES O PARA MEDIDAS CALORIMETRICAS, ACUSTICAS O FOTOMETRICAS (INCLUIDOS LOS EXPOSIMETROS); MICROTOMOS. - Los dem¿s instrumentos y aparatos:  - Los dem¿s instrumentos y aparatos: -- Los dem¿s --- Calor¿metros, viscos¿metros, densit¿metros y pehach¿metros   Pehach¿metros"
2022,6304.92.00.000X,"CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  LOS DEMAS ARTICULOS DE TAPICERIA,EXCEPTO LOS DE LA PARTIDA 94.04. -Los dem¿s  -Los dem¿s     --De algod¿n, excepto los de punto."
2022,9504.20.00.000N,"CAPITULO 95JUGUETES, JUEGOS Y ARTICULOS PARA RECREO O PARA DEPORTE; SUS PARTES Y ACCESORIOS  ARTICULOS PARA JUEGOS DE SOCIEDAD, INCLUIDOSLOS JUEGOS CON MOTOR O MECANISMO, BILLARES, MESAS ESPECIALES PARA JUEGOS DE CASINO Y JUEGOS DE BOLOS AUTOMATICOS.         - Billares de cualquier clase y sus accesorios"
2022,3808.91.99.400U,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  INSECTICIDAS, RATICIDAS Y DEMAS ANTIRROEDORES, FUNGICIDAS, HERBICIDAS,INHIBIDORES DE GERMINACION Y REGULADORES DELCRECIMIENTO DE LAS PLANTAS, DESINFECTANTES YPRODUCTOS SIMILARES, PRESENTADOS EN FORMAS O ENVASES PARA LA VENTA AL POR MENOR, O COMOPREPARACIONES O EN ARTICULOS, TALES COMO CINTAS,MECHAS Y BUJIAS AZUFRADAS, Y PAPELES MATAMOSCAS. - Los dem¿s:  - Los dem¿s: - - Insecticidas Los dem¿s Los dem¿s  A base de imidacloprid"
2022,9619.00.00.200Q,"CAPITULO 96 MANUFACTURAS DIVERSAS        COMPRESAS Y TAMPONES HIGIENICOS, PA¿ALES PARA BEBES Y ARTICULOS SIMILARES, DE CUALQUIER MATERIA  Pa¿ales y articulos similares para bebes, de algodon, excepto los de punto"
2022,8212.20.10.000D,"CAPITULO 82  HERRAMIENTAS Y UTLES, ARTICULOS DE CUCHILLERIAY CUBIERTOS DE MESA, DE METALES COMUNES; PARTESDE ESTOS ARTICULOS, DE METALES COMUNES  NAVAJAS Y MAQUINAS DE AFEITAR Y SUS HOJAS (INCLUIDOS LOS ESBOZOS EN TIRAS).    -Hojas para maquinillas de afeitar, incluidos los  esbozos en tiras.       Hojas."
2022,8431.10.90.000D,"BIENES DE CAPITAL  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVA O PRINCIPALMENTE, A LAS MAQUINAS O APARATOS DE LAS PARTIDAS 84.25 A 84.30.    -De m¿quinas o aparatos de la Partida 8425.       Las dem¿s."
2022,5603.14.90.000N,"CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  TELA SIN TEJER, INCLUSO IMPREGNADA, RECUBIERTA, REVESTIDA O ESTRATIFICADA. -De filamentos sint¿ticos o artificiales.  -De filamentos sint¿ticos o artificiales. --De peso superior a 150 g/m2.       Las dem¿s"
2022,1514.11.00.000M,"CAPITULO 15 GRASAS Y ACEITES ANIMALES O VEGETALES; PRODUCTOS DE SU DESDOBLAMIENTO; GRASAS ALIMENTICIASELABORADAS; CERAS DE ORIGEN ANIMAL O VEGETAL  ACEITES DE NABO (DE NABINA), COLZA O MOSTAZA, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUIMICAMENTE. -Aceites de nabo (de nabina) o de colza con bajo contenido de ¿cido er¿cico y sus fracciones:  -Aceites de nabo (de nabina) o de colza con bajo contenido de ¿cido er¿cico y sus fracciones:     --Aceites en bruto"
2022,4415.20.00.000C,"CAPITULO 44 MADERA, CARBON VEGETAL Y MANUFACTURAS DE MADERA  CAJONES, CAJAS, JAULAS, TAMBORES Y ENVASESSIMILARES, DE MADERA; CARRETES PARA CABLESDE MADERA; PALETAS, PALETAS CAJA Y DEMAS PLATAFORMAS PARA CARGA, DE MADERA COLLARINES PARA PALETAS. DE MADERA.        -Paletas, cajas y dem¿s plataformas para carga;collarines para paletas."
2022,7304.19.00.000B,"CAPITULO 73 MANUFACTURAS DE FUNDICION, DE HIERRO O DE  ACERO.  TUBOS Y PERFILES HUECOS, ""SIN SOLDADURA""(""SIN COSTURA""), DE HIERRO O DE ACERO. - Tubos de los  tipos utilizados en oleoductos o gasoductos:  - Tubos de los  tipos utilizados en oleoductos o gasoductos:     - - Los dem¿s"
2022,3921.12.00.000H,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  LAS DEMAS PLACAS, LAMINAS, HOJAS Y TIRAS, DE PLASTICO. -Productos celulares:  -Productos celulares:     --De polimeros de cloruro de vinilo."
2022,3004.90.63.000J,"CAPITULO 30PRODUCTOS FARMACEUTICOS  MEDICAMENTOS (EXCEPTO LOS PRODUCTOS DE LAS PARTIDAS 30.02, 30.05 O 30.06) CONSTITUIDOSPOR PRODUCTOS MEZCLADOS O SIN MEZCLAR, PREPARADOSPARA USOS TERAPEUTICOS O PROFILACTICOS,DOSIFICADOS (INCLUIDOS LOS ADMINISTRADOS POR VIA TRANS-DERMICA) O ACONDICIONADOS PARA LA VENTA ALPOR MENOR.    -Los dem¿s.    Que contengan productos de las partida 29.33, sin productos de las subpartidas 3004.90.1 a 3004.90.5.       Albendazol o su sulf¿xido; mebendazol; 6-mercaptopurina;  metilsulfato de amezinio; oxfendazol; praziquantel"
2022,5702.49.00.000Q,"CAPITULO 57 ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO,  DE MATERIAS TEXTILES.  ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO DE MATERIA TEXTIL, TEJIDOS SIN PELO INSERTADO NI FLOCADO, AUNQUE ESTEN CONFECCIONADOS, INCLUIDAS LAS ALFOMBRAS LLAMADAS ¿KELIM¿ O ¿KILIM¿, ¿SCHUMACKS¿ O ¿SOUMAK¿, ¿KARAMANIE¿ Y ALFOMBRAS SIMILARES TEJIDAS A MANO. -Los dem¿s, aterciopelados, confeccionados:  -Los dem¿s, aterciopelados, confeccionados:     --De las dem¿s materias textiles."
2022,8423.30.19.000N,"BIENES DE CAPITAL  APARATOS E INSTRUMENTOS DE PESAR, INCLUIDAS LAS BASCULAS O BALANZAS PARA COMPROBAR O CONTAR PIEZAS FABRICADAS, EXCEPTO LAS BALANZAS SENSIBLES A UN PESO INFERIOR O IGUAL A 5 cg.; PESAS PARA TODA CLASE DE BASCULAS O BALANZAS.    -B¿sculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (bolsas) u otros recipientes, as¿ como las dosificadoras de tolva    Dosificadoras.       Las dem¿s."
2022,6304.93.00.000J,"CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  LOS DEMAS ARTICULOS DE TAPICERIA,EXCEPTO LOS DE LA PARTIDA 94.04. -Los dem¿s  -Los dem¿s     --De fibras sint¿ticas, excepto los de punto."
2022,6810.11.00.000B,"CAPITULO 68  MANUFACTURAS DE PIEDRA, YESO, CEMENTO, AMIANTO,  MICA O MATERIAS ANALOGAS.  MANUFACTURAS DE CEMENTO, HORMIGON O  PIEDRAARTIFICIAL, INCLUSO ARMADAS. -Tejas, losetas, losas, ladrillos y art¿culos  similares:  -Tejas, losetas, losas, ladrillos y art¿culos  similares:     --Bloques y ladrillos para la construcci¿n."
2022,4202.39.00.000K,"CAPITULO 42 MANUFACTURAS DE CUERO; ARTICULOS  DE GUARNICIONERIA O DE TALABARTERIA;ARTICULOS DE VIAJE, BOLSOS DE MANO (CARTERAS)  Y CONTINENTES SIMILARES; MANUFACTURAS DE TRIPA  BAULES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO),CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CAMARAS FOTOGRAFICAS O CINEMATOGRAFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS)* AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO(CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTICULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERIA Y CONTINENTES SIMILARES, DE CUERO NATURAL O DE CUERO REGENERADO, HOJAS DE PLASTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTON, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESTAS MATERIAS O PAPEL. -Art¿culos de bolsillo o de bolso de mano (cartera):  -Art¿culos de bolsillo o de bolso de mano (cartera):     --Los dem¿s."
2022,8541.49.00.000T,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  DIODOS, TRANSISTORES Y DISPOSITIVOSSEMICONDUCTORES SIMILARES; DISPOSITIVOSSEMICONDUCTORES FOTOSENSIBLES, INCLUIDAS LASCELULAS FOTOVOLTAICAS, AUNQUE ESTEN ENSAMBLADASEN MODULOS O CONSTITUYAN PANELES; DIODOS EMISORESDE LUZ; CRISTALES PIEZOELECTRICOS MONTADOS. - Dispositivos semiconductores fotosensibles, incluidas las c¿lulas fotovoltaicas, aunque est¿n ensambladas en m¿dulos o paneles; diodos emisores de luz (LED):  - Dispositivos semiconductores fotosensibles, incluidas las c¿lulas fotovoltaicas, aunque est¿n ensambladas en m¿dulos o paneles; diodos emisores de luz (LED):     Los dem¿s"
2022,8466.94.20.000A,"CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  PARTES Y ACCESORIOS IDENTIFICABLES COMO DESTINADOS, EXCLUSIVA O PRINCIPALMENTE, A LASMAQUINAS DE LAS PARTIDAS 84.56 A 84.65, INCLUIDOS LOS PORTAPIEZAS Y PORTAUTILES, DISPOSITIVOS DE ROSCAR DE APERTURA AUTOMATICA,DIVISORES Y DEMAS DISPOSITIVOS ESPECIALES PARAMONTAR EN LAS MAQUINAS HERRAMIENTA; PORTAUTILESPARA HERRAMIENTAS DE MANO DE CUALQUIER TIPO. -Los dem¿s.  -Los dem¿s. --Para m¿quinas de las partidas 84.62 u 84.63       Para m¿quinas de las subpartidas 8462.21 u 8462.29"
2022,9405.39.00.000X,"CAPITULO 94MUEBLES; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  Luminarias y aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y art¿culos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas en otra parte. - Guirnaldas el¿ctricas de los tipos utilizados en ¿rboles de Navidad:  - Guirnaldas el¿ctricas de los tipos utilizados en ¿rboles de Navidad:     Las dem¿s"
2022,8532.25.90.000C,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  CONDENSADORES ELECTRICOS FIJOS, VARIABLES OAJUSTABLES. -Los dem¿s condensadores fijos  -Los dem¿s condensadores fijos --Con diel¿ctrico de papel o pl¿stico     Los demas     Los dem¿s"
2022,8473.40.90.000Q,"CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  PARTES Y ACCESORIOS (EXCEPTO LOS ESTUCHES, FUNDASY SIMILARES) IDENTIFICABLES COMO DESTINADOS,EXCLUSIVA O PRINCIPALMENTE, A LAS MAQUINAS OAPARATOS DE LAS PARTIDAS 84.69 A 84.72.    -Partes y accesorios de m¿quinas de la partida  84.72       Los dem¿s"
2022,9406.90.90.000F,"CAPITULO 94MUEBLES; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  Construcciones prefabricadas.    - Las dem¿s    Las dem¿s"
2022,5601.21.90.000E,"CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  GUATA DE MATERIAS TEXTILES Y ARTICULOS DE ESTA GUATA; FIBRAS TEXTILES DE LONGITUD INFERIOR O IGUAL A 5 mm (TUNDIZNOS), NUDOS Y MOTAS DE MATERIA TEXTIL. - Guata de materia textil y art¿culos de esta guata:  - Guata de materia textil y art¿culos de esta guata: --De algod¿n.       Los dem¿s art¿culos de guata."
2022,0306.17.10.000N,"CAPITULO 3  PESCADOS Y CRUSTACEOS, MOLUSCOS Y DEMAS  INVERTEBRADOS ACUATICOS.  CRUST¿CEOS, INCLUSO PELADOS, VIVOS, FRESCOS, REFRIGERADOS,  CONGELADOS, SECOS, SALADOS O EN SALMUERA; CRUST¿CEOS, INCLUSO PELADOS, AHUMADOS, INCLUSO COCIDOS ANTES O DURANTE EL AHUMADO;CRUST¿CEOS SIN PELAR, COCIDOS EN AGUA O VAPOR, INCLUSO REFRIGERADOS,CONGELADOS, SECOS, SALADOS O EN  SALMUERA; HARINA, POLVO Y ¿PELLETS¿ DE CRUST¿CEOS, APTOS PARA LA ALIMENTACI¿N HUMANA. -Congelados:  -Congelados: -- Los dem¿s camarones, langostinos y dem¿s dec¿podos Natantia     Enteros"
2022,9032.89.25.000F,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA REGULACION O ELCONTROL, AUTOMATICOS. -Los dem¿s instrumentos y aparatos:  -Los dem¿s instrumentos y aparatos: --Los dem¿s.    Controladores electr¿nicos del tipo de los    utilizados en veh¿culos autom¿viles.     De sistemas de inyeccion      De sistemas de inyecci¿n."
2022,0709.93.00.000A,"CAPITULO 7 LEGUMBRES Y HORTALIZAS, PLANTAS, RAICES YTUBERCULOS ALIMENTICIOS.  LAS DEMAS HORTALIZAS (INCLUSO ""SILVESTRES""), FRESCAS O REFRIGERADAS. -  Las dem¿s:  -  Las dem¿s:     - - Calabazas (zapallos)*  y calabacines (Cucurbita spp.)"
2022,4407.99.90.110X,"CAPITULO 44 MADERA, CARBON VEGETAL Y MANUFACTURAS DE MADERA  MADERA ASERRADA O DESBASTADA LONGITUDINALMENTE,CORTADA O DESENRROLLADA, INCLUSO CEPILLADA,LIJADA O UNIDA POR LOS EXTREMOS, DEESPESOR SUPERIOR A 6 mm. -Las dem¿s:  -Las dem¿s: --Las dem¿s.     Las demas       De Palo santo (Bulnesis sarmientoii)        Cilindros torneados y parafinados"
2022,2707.50.10.000Y,"CAPITULO 27 COMBUSTIBLES MINERALES, ACEITES MINERALES  Y PRODUCTOS DE SU DESTILACION; MATERIAS BITUMINOSAS; CERAS MINERALES.  ACEITES Y DEMAS PRODUCTOS DE LA DESTILACION DE LOS ALQUITRANES DE HULLA DE ALTA TEMPERATURA; PRODUCTOS ANALOGOS EN LOS QUELOS CONSTITUYENTES AROMATICOS PREDOMINENEN PESO SOBRE LOS NO AROMATICOS.        Mezclas que contengan trimetibencenos y etiltoluenos, como componentes mayoritarios "
